"","var","timeseries length","method","Value","Trend strength","AR strength"
"939","p","30","gls_boot",0.002,"strong trend","no AR"
"940","p","30","gls_boot",0.002,"strong trend","no AR"
"941","p","30","gls_boot",0.002,"strong trend","no AR"
"942","p","30","gls_boot",0.002,"strong trend","no AR"
"943","p","30","gls_boot",0.002,"strong trend","no AR"
"944","p","30","gls_boot",0.002,"strong trend","no AR"
"945","p","30","gls_boot",0.002,"strong trend","no AR"
"946","p","30","gls_boot",0.002,"strong trend","no AR"
"947","p","30","gls_boot",0.002,"strong trend","no AR"
"948","p","30","gls_boot",0.002,"strong trend","no AR"
"949","p","30","gls_boot",0.002,"strong trend","no AR"
"950","p","30","gls_boot",0.002,"strong trend","no AR"
"951","p","30","gls_boot",0.002,"strong trend","no AR"
"952","p","30","gls_boot",0.002,"strong trend","no AR"
"953","p","30","gls_boot",0.002,"strong trend","no AR"
"954","p","30","gls_boot",0.002,"strong trend","no AR"
"955","p","30","gls_boot",0.002,"strong trend","no AR"
"956","p","30","gls_boot",0.002,"strong trend","no AR"
"957","p","30","gls_boot",0.002,"strong trend","no AR"
"958","p","30","gls_boot",0.002,"strong trend","no AR"
"959","p","30","gls_boot",0.002,"strong trend","no AR"
"960","p","30","gls_boot",0.002,"strong trend","no AR"
"961","p","30","gls_boot",0.002,"strong trend","no AR"
"962","p","30","gls_boot",0.002,"strong trend","no AR"
"963","p","30","gls_boot",0.002,"strong trend","no AR"
"964","p","30","gls_boot",0.002,"strong trend","no AR"
"965","p","30","gls_boot",0.002,"strong trend","no AR"
"966","p","30","gls_boot",0.002,"strong trend","no AR"
"967","p","30","gls_boot",0.002,"strong trend","no AR"
"968","p","30","gls_boot",0.002,"strong trend","no AR"
"969","p","30","gls_boot",0.002,"strong trend","no AR"
"970","p","30","gls_boot",0.002,"strong trend","no AR"
"971","p","30","gls_boot",0.002,"strong trend","no AR"
"972","p","30","gls_boot",0.002,"strong trend","no AR"
"973","p","30","gls_boot",0.002,"strong trend","no AR"
"974","p","30","gls_boot",0.002,"strong trend","no AR"
"975","p","30","gls_boot",0.006,"strong trend","no AR"
"976","p","30","gls_boot",0.002,"strong trend","no AR"
"977","p","30","gls_boot",0.002,"strong trend","no AR"
"978","p","30","gls_boot",0.002,"strong trend","no AR"
"979","p","30","gls_boot",0.002,"strong trend","no AR"
"980","p","30","gls_boot",0.002,"strong trend","no AR"
"981","p","30","gls_boot",0.002,"strong trend","no AR"
"982","p","30","gls_boot",0.002,"strong trend","no AR"
"983","p","30","gls_boot",0.002,"strong trend","no AR"
"984","p","30","gls_boot",0.002,"strong trend","no AR"
"985","p","30","gls_boot",0.002,"strong trend","no AR"
"986","p","30","gls_boot",0.002,"strong trend","no AR"
"987","p","30","gls_boot",0.002,"strong trend","no AR"
"988","p","30","gls_boot",0.002,"strong trend","no AR"
"989","p","30","gls_boot",0.002,"strong trend","no AR"
"990","p","30","gls_boot",0.002,"strong trend","no AR"
"991","p","30","gls_boot",0.002,"strong trend","no AR"
"992","p","30","gls_boot",0.002,"strong trend","no AR"
"993","p","30","gls_boot",0.002,"strong trend","no AR"
"994","p","30","gls_boot",0.002,"strong trend","no AR"
"995","p","30","gls_boot",0.002,"strong trend","no AR"
"996","p","30","gls_boot",0.002,"strong trend","no AR"
"997","p","30","gls_boot",0.002,"strong trend","no AR"
"998","p","30","gls_boot",0.002,"strong trend","no AR"
"999","p","30","gls_boot",0.002,"strong trend","no AR"
"1000","p","30","gls_boot",0.002,"strong trend","no AR"
"1001","p","20","gls_boot",0.002,"strong trend","no AR"
"1002","p","20","gls_boot",0.002,"strong trend","no AR"
"1003","p","20","gls_boot",0.004,"strong trend","no AR"
"1004","p","20","gls_boot",0.004,"strong trend","no AR"
"1005","p","20","gls_boot",0.002,"strong trend","no AR"
"1006","p","20","gls_boot",0.002,"strong trend","no AR"
"1007","p","20","gls_boot",0.002,"strong trend","no AR"
"1008","p","20","gls_boot",0.006,"strong trend","no AR"
"1009","p","20","gls_boot",0.004,"strong trend","no AR"
"1010","p","20","gls_boot",0.006,"strong trend","no AR"
"1011","p","20","gls_boot",0.014,"strong trend","no AR"
"1012","p","20","gls_boot",0.002,"strong trend","no AR"
"1013","p","20","gls_boot",0.018,"strong trend","no AR"
"1014","p","20","gls_boot",0.002,"strong trend","no AR"
"1015","p","20","gls_boot",0.002,"strong trend","no AR"
"1016","p","20","gls_boot",0.002,"strong trend","no AR"
"1017","p","20","gls_boot",0.002,"strong trend","no AR"
"1018","p","20","gls_boot",0.002,"strong trend","no AR"
"1019","p","20","gls_boot",0.022,"strong trend","no AR"
"1020","p","20","gls_boot",0.03,"strong trend","no AR"
"1021","p","20","gls_boot",0.002,"strong trend","no AR"
"1022","p","20","gls_boot",0.002,"strong trend","no AR"
"1023","p","20","gls_boot",0.022,"strong trend","no AR"
"1024","p","20","gls_boot",0.004,"strong trend","no AR"
"1025","p","20","gls_boot",0.006,"strong trend","no AR"
"1026","p","20","gls_boot",0.006,"strong trend","no AR"
"1027","p","20","gls_boot",0.002,"strong trend","no AR"
"1028","p","20","gls_boot",0.002,"strong trend","no AR"
"1029","p","20","gls_boot",0.002,"strong trend","no AR"
"1030","p","20","gls_boot",0.006,"strong trend","no AR"
"1031","p","20","gls_boot",0.006,"strong trend","no AR"
"1032","p","20","gls_boot",0.006,"strong trend","no AR"
"1033","p","20","gls_boot",0.028,"strong trend","no AR"
"1034","p","20","gls_boot",0.002,"strong trend","no AR"
"1035","p","20","gls_boot",0.002,"strong trend","no AR"
"1036","p","20","gls_boot",0.002,"strong trend","no AR"
"1037","p","20","gls_boot",0.002,"strong trend","no AR"
"1038","p","20","gls_boot",0.008,"strong trend","no AR"
"1039","p","20","gls_boot",0.006,"strong trend","no AR"
"1040","p","20","gls_boot",0.046,"strong trend","no AR"
"1041","p","20","gls_boot",0.002,"strong trend","no AR"
"1042","p","20","gls_boot",0.012,"strong trend","no AR"
"1043","p","20","gls_boot",0.002,"strong trend","no AR"
"1044","p","20","gls_boot",0.01,"strong trend","no AR"
"1045","p","20","gls_boot",0.002,"strong trend","no AR"
"1046","p","20","gls_boot",0.004,"strong trend","no AR"
"1047","p","20","gls_boot",0.012,"strong trend","no AR"
"1048","p","20","gls_boot",0.002,"strong trend","no AR"
"1049","p","20","gls_boot",0.002,"strong trend","no AR"
"1050","p","20","gls_boot",0.002,"strong trend","no AR"
"1051","p","20","gls_boot",0.002,"strong trend","no AR"
"1052","p","20","gls_boot",0.004,"strong trend","no AR"
"1053","p","20","gls_boot",0.002,"strong trend","no AR"
"1054","p","20","gls_boot",0.006,"strong trend","no AR"
"1055","p","20","gls_boot",0.014,"strong trend","no AR"
"1056","p","20","gls_boot",0.002,"strong trend","no AR"
"1057","p","20","gls_boot",0.002,"strong trend","no AR"
"1058","p","20","gls_boot",0.002,"strong trend","no AR"
"1059","p","20","gls_boot",0.004,"strong trend","no AR"
"1060","p","20","gls_boot",0.014,"strong trend","no AR"
"1061","p","20","gls_boot",0.016,"strong trend","no AR"
"1062","p","20","gls_boot",0.002,"strong trend","no AR"
"1063","p","20","gls_boot",0.032,"strong trend","no AR"
"1064","p","20","gls_boot",0.002,"strong trend","no AR"
"1065","p","20","gls_boot",0.002,"strong trend","no AR"
"1066","p","20","gls_boot",0.002,"strong trend","no AR"
"1067","p","20","gls_boot",0.002,"strong trend","no AR"
"1068","p","20","gls_boot",0.004,"strong trend","no AR"
"1069","p","20","gls_boot",0.008,"strong trend","no AR"
"1070","p","20","gls_boot",0.004,"strong trend","no AR"
"1071","p","20","gls_boot",0.002,"strong trend","no AR"
"1072","p","20","gls_boot",0.008,"strong trend","no AR"
"1073","p","20","gls_boot",0.002,"strong trend","no AR"
"1074","p","20","gls_boot",0.034,"strong trend","no AR"
"1075","p","20","gls_boot",0.038,"strong trend","no AR"
"1076","p","20","gls_boot",0.01,"strong trend","no AR"
"1077","p","20","gls_boot",0.002,"strong trend","no AR"
"1078","p","20","gls_boot",0.002,"strong trend","no AR"
"1079","p","20","gls_boot",0.002,"strong trend","no AR"
"1080","p","20","gls_boot",0.028,"strong trend","no AR"
"1081","p","20","gls_boot",0.006,"strong trend","no AR"
"1082","p","20","gls_boot",0.002,"strong trend","no AR"
"1083","p","20","gls_boot",0.006,"strong trend","no AR"
"1084","p","20","gls_boot",0.004,"strong trend","no AR"
"1085","p","20","gls_boot",0.002,"strong trend","no AR"
"1086","p","20","gls_boot",0.002,"strong trend","no AR"
"1087","p","20","gls_boot",0.006,"strong trend","no AR"
"1088","p","20","gls_boot",0.006,"strong trend","no AR"
"1089","p","20","gls_boot",0.016,"strong trend","no AR"
"1090","p","20","gls_boot",0.002,"strong trend","no AR"
"1091","p","20","gls_boot",0.002,"strong trend","no AR"
"1092","p","20","gls_boot",0.002,"strong trend","no AR"
"1093","p","20","gls_boot",0.002,"strong trend","no AR"
"1094","p","20","gls_boot",0.002,"strong trend","no AR"
"1095","p","20","gls_boot",0.002,"strong trend","no AR"
"1096","p","20","gls_boot",0.002,"strong trend","no AR"
"1097","p","20","gls_boot",0.002,"strong trend","no AR"
"1098","p","20","gls_boot",0.002,"strong trend","no AR"
"1099","p","20","gls_boot",0.012,"strong trend","no AR"
"1100","p","20","gls_boot",0.006,"strong trend","no AR"
"1101","p","10","gls_boot",0.9,"strong trend","no AR"
"1102","p","10","gls_boot",0.124,"strong trend","no AR"
"1103","p","10","gls_boot",0.042,"strong trend","no AR"
"1104","p","10","gls_boot",0.076,"strong trend","no AR"
"1105","p","10","gls_boot",0.004,"strong trend","no AR"
"1106","p","10","gls_boot",0.012,"strong trend","no AR"
"1107","p","10","gls_boot",0.066,"strong trend","no AR"
"1108","p","10","gls_boot",0.142,"strong trend","no AR"
"1109","p","10","gls_boot",0.228,"strong trend","no AR"
"1110","p","10","gls_boot",0.004,"strong trend","no AR"
"1111","p","10","gls_boot",0.094,"strong trend","no AR"
"1112","p","10","gls_boot",0.034,"strong trend","no AR"
"1113","p","10","gls_boot",0.554,"strong trend","no AR"
"1114","p","10","gls_boot",0.006,"strong trend","no AR"
"1115","p","10","gls_boot",0.036,"strong trend","no AR"
"1116","p","10","gls_boot",0.008,"strong trend","no AR"
"1117","p","10","gls_boot",0.08,"strong trend","no AR"
"1118","p","10","gls_boot",0.01,"strong trend","no AR"
"1119","p","10","gls_boot",0.03,"strong trend","no AR"
"1120","p","10","gls_boot",0.622,"strong trend","no AR"
"1121","p","10","gls_boot",0.002,"strong trend","no AR"
"1122","p","10","gls_boot",0.138,"strong trend","no AR"
"1123","p","10","gls_boot",0.662,"strong trend","no AR"
"1124","p","10","gls_boot",0.414,"strong trend","no AR"
"1125","p","10","gls_boot",0.036,"strong trend","no AR"
"1126","p","10","gls_boot",0.036,"strong trend","no AR"
"1127","p","10","gls_boot",0.1,"strong trend","no AR"
"1128","p","10","gls_boot",0.016,"strong trend","no AR"
"1129","p","10","gls_boot",0.004,"strong trend","no AR"
"1130","p","10","gls_boot",0.138,"strong trend","no AR"
"1131","p","10","gls_boot",0.012,"strong trend","no AR"
"1132","p","10","gls_boot",0.028,"strong trend","no AR"
"1133","p","10","gls_boot",0.41,"strong trend","no AR"
"1134","p","10","gls_boot",0.026,"strong trend","no AR"
"1135","p","10","gls_boot",0.028,"strong trend","no AR"
"1136","p","10","gls_boot",0.026,"strong trend","no AR"
"1137","p","10","gls_boot",0.068,"strong trend","no AR"
"1138","p","10","gls_boot",0.374,"strong trend","no AR"
"1139","p","10","gls_boot",0.032,"strong trend","no AR"
"1140","p","10","gls_boot",0.924,"strong trend","no AR"
"1141","p","10","gls_boot",0.096,"strong trend","no AR"
"1142","p","10","gls_boot",0.428,"strong trend","no AR"
"1143","p","10","gls_boot",0.072,"strong trend","no AR"
"1144","p","10","gls_boot",0.5,"strong trend","no AR"
"1145","p","10","gls_boot",0.378,"strong trend","no AR"
"1146","p","10","gls_boot",0.06,"strong trend","no AR"
"1147","p","10","gls_boot",0.386,"strong trend","no AR"
"1148","p","10","gls_boot",0.024,"strong trend","no AR"
"1149","p","10","gls_boot",0.262,"strong trend","no AR"
"1150","p","10","gls_boot",0.014,"strong trend","no AR"
"1151","p","10","gls_boot",0.012,"strong trend","no AR"
"1152","p","10","gls_boot",0.226,"strong trend","no AR"
"1153","p","10","gls_boot",0.066,"strong trend","no AR"
"1154","p","10","gls_boot",0.03,"strong trend","no AR"
"1155","p","10","gls_boot",0.268,"strong trend","no AR"
"1156","p","10","gls_boot",0.116,"strong trend","no AR"
"1157","p","10","gls_boot",0.048,"strong trend","no AR"
"1158","p","10","gls_boot",0.004,"strong trend","no AR"
"1159","p","10","gls_boot",0.046,"strong trend","no AR"
"1160","p","10","gls_boot",0.726,"strong trend","no AR"
"1161","p","10","gls_boot",0.682,"strong trend","no AR"
"1162","p","10","gls_boot",0.322,"strong trend","no AR"
"1163","p","10","gls_boot",0.77,"strong trend","no AR"
"1164","p","10","gls_boot",0.026,"strong trend","no AR"
"1165","p","10","gls_boot",0.02,"strong trend","no AR"
"1166","p","10","gls_boot",0.06,"strong trend","no AR"
"1167","p","10","gls_boot",0.016,"strong trend","no AR"
"1168","p","10","gls_boot",0.03,"strong trend","no AR"
"1169","p","10","gls_boot",0.034,"strong trend","no AR"
"1170","p","10","gls_boot",0.122,"strong trend","no AR"
"1171","p","10","gls_boot",0.018,"strong trend","no AR"
"1172","p","10","gls_boot",0.202,"strong trend","no AR"
"1173","p","10","gls_boot",0.058,"strong trend","no AR"
"1174","p","10","gls_boot",0.296,"strong trend","no AR"
"1175","p","10","gls_boot",0.018,"strong trend","no AR"
"1176","p","10","gls_boot",0.682,"strong trend","no AR"
"1177","p","10","gls_boot",0.006,"strong trend","no AR"
"1178","p","10","gls_boot",0.14,"strong trend","no AR"
"1179","p","10","gls_boot",0.008,"strong trend","no AR"
"1180","p","10","gls_boot",0.272,"strong trend","no AR"
"1181","p","10","gls_boot",0.002,"strong trend","no AR"
"1182","p","10","gls_boot",0.074,"strong trend","no AR"
"1183","p","10","gls_boot",0.108,"strong trend","no AR"
"1184","p","10","gls_boot",0.038,"strong trend","no AR"
"1185","p","10","gls_boot",0.058,"strong trend","no AR"
"1186","p","10","gls_boot",0.006,"strong trend","no AR"
"1187","p","10","gls_boot",0.002,"strong trend","no AR"
"1188","p","10","gls_boot",0.354,"strong trend","no AR"
"1189","p","10","gls_boot",0.296,"strong trend","no AR"
"1190","p","10","gls_boot",0.294,"strong trend","no AR"
"1191","p","10","gls_boot",0.022,"strong trend","no AR"
"1192","p","10","gls_boot",0.042,"strong trend","no AR"
"1193","p","10","gls_boot",0.062,"strong trend","no AR"
"1194","p","10","gls_boot",0.068,"strong trend","no AR"
"1195","p","10","gls_boot",0.056,"strong trend","no AR"
"1196","p","10","gls_boot",0.004,"strong trend","no AR"
"1197","p","10","gls_boot",0.044,"strong trend","no AR"
"1198","p","10","gls_boot",0.48,"strong trend","no AR"
"1199","p","10","gls_boot",0.07,"strong trend","no AR"
"1200","p","10","gls_boot",0.016,"strong trend","no AR"
